ticker,cik,sic,sic_description,status
SNAL,0001886894,7372,Services-Prepackaged Software,ok
SNDL,0001766600,2833,Medicinal Chemicals & Botanical Products,ok
SNOW,0001640147,7372,Services-Prepackaged Software,ok
SNPO,,,,cik_not_found
SNPR,,,,cik_not_found
SNRH,,,,cik_not_found
SNTG,0001810467,6199,Finance Services,ok
SOAC,,,,cik_not_found
SOGP,0001783407,7370,"Services-Computer Programming, Data Processing, Etc.",ok
SOLY,,,,cik_not_found
SONG,0001671132,7900,Services-Amusement & Recreation Services,ok
SONM,0001178697,3661,Telephone & Telegraph Apparatus,ok
SONX,0001407973,3843,Dental Equipment & Supplies,ok
SOPA,0001817511,7389,"Services-Business Services, NEC",ok
SOPH,0001840706,7374,Services-Computer Processing & Data Preparation,ok
SOVO,,,,cik_not_found
SPAI,0002011208,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",ok
SPCM,,,,cik_not_found
SPFI,0001163668,6022,State Commercial Banks,ok
SPFR,,,,cik_not_found
SPGC,,,,cik_not_found
SPHA,,,,cik_not_found
SPHL,0002002236,1520,General Bldg Contractors - Residential Bldgs,ok
SPKL,0001884046,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",ok
SPNV,,,,cik_not_found
SPPL,0001948697,8744,Services-Facilities Support Management Services,ok
SPRB,0001683553,2834,Pharmaceutical Preparations,ok
SPRQ,,,,cik_not_found
SPT,0001517375,7372,Services-Prepackaged Software,ok
SQFT,0001080657,6798,Real Estate Investment Trusts,ok
SQZB,,,,cik_not_found
SRAC,,,,cik_not_found
SRAD,0001836470,7370,"Services-Computer Programming, Data Processing, Etc.",ok
SRFM,0001936224,4522,"Air Transportation, Nonscheduled",ok
SRM,,,,cik_not_found
SRSA,,,,cik_not_found
SSBK,,,,cik_not_found
SSPK,,,,cik_not_found
STBX,,,,cik_not_found
STEP,0001796022,6282,Investment Advice,ok
STER,,,,cik_not_found
STET,,,,cik_not_found
STFS,0002003061,7310,Services-Advertising,ok
STIC,,,,cik_not_found
STOK,0001623526,2834,Pharmaceutical Preparations,ok
STPK,,,,cik_not_found
STSA,,,,cik_not_found
STSS,0001737995,6199,Finance Services,ok
STTK,0001680367,2834,Pharmaceutical Preparations,ok
STVN,0001849853,3841,Surgical & Medical Instruments & Apparatus,ok
STWO,,,,cik_not_found
SUAC,,,,cik_not_found
SUGP,0001969863,7381,"Services-Detective, Guard & Armored Car Services",ok
SUMO,,,,cik_not_found
SUPX,0001897087,8742,Services-Management Consulting Services,ok
SV,,,,cik_not_found
SVAC,0002074850,4911,Electric Services,ok
SVCO,0001943289,7372,Services-Prepackaged Software,ok
SVII,,,,cik_not_found
SVNA,,,,cik_not_found
SVOK,,,,cik_not_found
SVRE,0001894693,7371,Services-Computer Programming Services,ok
SVV,0001883313,5900,Retail-Miscellaneous Retail,ok
SWAG,0001872525,7311,Services-Advertising Agencies,ok
SWAV,,,,cik_not_found
SWSS,,,,cik_not_found
SWTX,,,,cik_not_found
SXTC,0001723980,2834,Pharmaceutical Preparations,ok
SXTP,0001946563,2834,Pharmaceutical Preparations,ok
SY,0001758530,7374,Services-Computer Processing & Data Preparation,ok
SYNX,0001976443,3651,Household Audio & Video Equipment,ok
SYRA,0001922335,7361,Services-Employment Agencies,ok
SYT,,,,cik_not_found
SYTA,,,,cik_not_found
SZZL,0002030663,6770,Blank Checks,ok
TACA,,,,cik_not_found
TARS,0001819790,2836,"Biological Products, (No Diagnostic Substances)",ok
TAVI,0002020385,6770,Blank Checks,ok
TBBA,,,,cik_not_found
TBBB,0001978954,5411,Retail-Grocery Stores,ok
TBMC,0001934945,6770,Blank Checks,ok
TBN,0001997652,1311,Crude Petroleum & Natural Gas,ok
TCBP,,,,cik_not_found
TCBX,0001781730,6036,"Savings Institutions, Not Federally Chartered",ok
TCN,,,,cik_not_found
TCOA,,,,cik_not_found
TCRR,,,,cik_not_found
TCRX,0001783328,2836,"Biological Products, (No Diagnostic Substances)",ok
TDAC,0001926599,6770,Blank Checks,ok
TDCX,,,,cik_not_found
TDTH,0001983550,7389,"Services-Business Services, NEC",ok
TEKK,,,,cik_not_found
TELA,0001561921,3841,Surgical & Medical Instruments & Apparatus,ok
TELO,0001971532,2834,Pharmaceutical Preparations,ok
TEM,0001717115,7370,"Services-Computer Programming, Data Processing, Etc.",ok
TENK,,,,cik_not_found
TETE,,,,cik_not_found
TFFP,,,,cik_not_found
TGAA,,,,cik_not_found
TGL,0001905956,7389,"Services-Business Services, NEC",ok
TGR,,,,cik_not_found
TGVC,,,,cik_not_found
THAC,,,,cik_not_found
THBR,,,,cik_not_found
THCA,,,,cik_not_found
THCB,,,,cik_not_found
THCP,,,,cik_not_found
THRD,,,,cik_not_found
THRN,,,,cik_not_found
THRX,,,,cik_not_found
THRY,0001556739,7310,Services-Advertising,ok
TIG,,,,cik_not_found
TIGR,0001756699,6211,"Security Brokers, Dealers & Flotation Companies",ok
TINV,,,,cik_not_found
TIVC,0001787740,2834,Pharmaceutical Preparations,ok
TKLF,0001836242,5990,"Retail-Retail Stores, NEC",ok
TKNO,0001850902,2835,In Vitro & In Vivo Diagnostic Substances,ok
TLGY,,,,cik_not_found
TLS,0000320121,7373,Services-Computer Integrated Systems Design,ok
TMDX,0001756262,3845,Electromedical & Electrotherapeutic Apparatus,ok
TMPM,,,,cik_not_found
TMTC,,,,cik_not_found
TMTS,0002097364,6770,Blank Checks,ok
TNON,0001560293,3841,Surgical & Medical Instruments & Apparatus,ok
TNYA,0001858848,2836,"Biological Products, (No Diagnostic Substances)",ok
TOAC,,,,cik_not_found
TOP,0001848275,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",ok
TOST,0001650164,7374,Services-Computer Processing & Data Preparation,ok
TPBA,,,,cik_not_found
TPET,0001898766,1311,Crude Petroleum & Natural Gas,ok
TPG,0001880661,6282,Investment Advice,ok
TPGY,,,,cik_not_found
TPTX,,,,cik_not_found
TRAQ,,,,cik_not_found
TRDA,0001689375,2834,Pharmaceutical Preparations,ok
TREB,,,,cik_not_found
TRIS,,,,cik_not_found
TRNE,,,,cik_not_found
TRNR,0001785056,3600,Electronic & Other Electrical Equipment (No Computer Equip),ok
TRSG,0001943444,3530,"Construction, Mining & Materials Handling Machinery & Equip",ok
TRTL,,,,cik_not_found
TRVI,0001563880,2834,Pharmaceutical Preparations,ok
TSBX,,,,cik_not_found
TSHA,0001806310,2836,"Biological Products, (No Diagnostic Substances)",ok
TSIA,,,,cik_not_found
TTAN,0001638826,7372,Services-Prepackaged Software,ok
TUFN,,,,cik_not_found
TURB,0001963439,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",ok
TVAC,,,,cik_not_found
TW,0001758730,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",ok
TWCB,,,,cik_not_found
TWCT,,,,cik_not_found
TWFG,0002007596,6411,"Insurance Agents, Brokers & Service",ok
TWG,0001978057,2090,Miscellaneous Food Preparations & Kindred Products,ok
TWKS,,,,cik_not_found
TWND,,,,cik_not_found
TXAC,,,,cik_not_found
TXG,0001770787,3826,Laboratory Analytical Instruments,ok
TXO,0001559432,1311,Crude Petroleum & Natural Gas,ok
TYRA,0001863127,2834,Pharmaceutical Preparations,ok
U,0001810806,7372,Services-Prepackaged Software,ok
UBER,0001543151,7389,"Services-Business Services, NEC",ok
UBXG,0001888525,7370,"Services-Computer Programming, Data Processing, Etc.",ok
UCAR,0001939780,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",ok
UCL,0001775898,4899,"Communications Services, NEC",ok
UDMY,0001607939,8200,Services-Educational Services,ok
ULS,0001901440,8734,Services-Testing Laboratories,ok
UMAC,0001956955,3663,Radio & Tv Broadcasting & Communications Equipment,ok
UNCY,0001766140,2834,Pharmaceutical Preparations,ok
UPB,0002022626,2834,Pharmaceutical Preparations,ok
UPST,0001647639,6199,Finance Services,ok
UPTD,,,,cik_not_found
UPXI,0001775194,6199,Finance Services,ok
USCB,0001901637,6022,State Commercial Banks,ok
USCTF,,,,cik_not_found
USER,,,,cik_not_found
USGO,0001947244,1040,Gold and Silver Ores,ok
UTAA,,,,cik_not_found
UTRS,,,,cik_not_found
VACH,0002006815,2836,"Biological Products, (No Diagnostic Substances)",ok
VACQ,,,,cik_not_found
VAXX,,,,cik_not_found
VBNK,0001690639,6029,"Commercial Banks, NEC",ok
VBOC,,,,cik_not_found
VCIC,,,,cik_not_found
VCIG,0001930510,8744,Services-Facilities Support Management Services,ok
VCVC,,,,cik_not_found
VCXA,,,,cik_not_found
VCXB,,,,cik_not_found
VEEE,0001855509,3730,Ship & Boat Building & Repairing,ok
VEL,0001692376,6199,Finance Services,ok
VENU,0001770501,7900,Services-Amusement & Recreation Services,ok
VERX,0001806837,7372,Services-Prepackaged Software,ok
VGAC,,,,cik_not_found
VHAI,0001880431,7371,Services-Computer Programming Services,ok
VHAQ,,,,cik_not_found
VHNA,,,,cik_not_found
VIAOY,,,,cik_not_found
VIE,,,,cik_not_found
VIGL,,,,cik_not_found
VIH,,,,cik_not_found
VII,,,,cik_not_found
VIK,0001745201,4400,Water Transportation,ok
VIR,0001706431,2836,"Biological Products, (No Diagnostic Substances)",ok
VIRI,,,,cik_not_found
VIST,0001762506,1311,Crude Petroleum & Natural Gas,ok
VITL,0001579733,2000,Food and Kindred Products,ok
VMAC,,,,cik_not_found
VMAR,0001813783,3730,Ship & Boat Building & Repairing,ok
VMCA,,,,cik_not_found
VMGA,,,,cik_not_found
VRAX,0001885827,2835,In Vitro & In Vivo Diagnostic Substances,ok
VRM,0001580864,5500,Retail-Auto Dealers & Gasoline Stations,ok
VSAC,,,,cik_not_found
VSME,0001951294,7311,Services-Advertising Agencies,ok
VSPR,,,,cik_not_found
VSTA,,,,cik_not_found
VSTD,0001898604,5812,Retail-Eating  Places,ok
VTAQ,,,,cik_not_found
VTEX,0001793663,7372,Services-Prepackaged Software,ok
VTMX,0001969373,6500,Real Estate,ok
VTRU,,,,cik_not_found
VTYX,,,,cik_not_found
VVOS,0001716166,3841,Surgical & Medical Instruments & Apparatus,ok
VYGG,,,,cik_not_found
WAFU,0001716770,8200,Services-Educational Services,ok
WAI,0001938865,7389,"Services-Business Services, NEC",ok
WAVC,,,,cik_not_found
WAVE,0001846715,4911,Electric Services,ok
WAVS,,,,cik_not_found
WAY,0001990354,7373,Services-Computer Integrated Systems Design,ok
WBEV,,,,cik_not_found
WBTN,0001997859,2741,Miscellaneous Publishing,ok
WBUY,0001946703,5900,Retail-Miscellaneous Retail,ok
WCT,0001990251,7372,Services-Prepackaged Software,ok
WEAV,0001609151,7372,Services-Prepackaged Software,ok
WEBR,,,,cik_not_found
WEL,,,,cik_not_found
WIMI,0001770088,7372,Services-Prepackaged Software,ok
WINV,0001854463,6770,Blank Checks,ok
WLAC,0002032379,6770,Blank Checks,ok
WLDS,0001887673,3576,Computer Communications Equipment,ok
WLGS,,,,cik_not_found
WMG,0001319161,7900,Services-Amusement & Recreation Services,ok
WNNR,,,,cik_not_found
WNW,0001787803,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",ok
WOK,0001929783,3841,Surgical & Medical Instruments & Apparatus,ok
WORK,,,,cik_not_found
WPF,,,,cik_not_found
WQGA,,,,cik_not_found
WRAC,,,,cik_not_found
WRBY,0001504776,3851,Ophthalmic Goods,ok
WRD,0001867729,7373,Services-Computer Integrated Systems Design,ok
WRNT,,,,cik_not_found
WSG,,,,cik_not_found
WTMA,,,,cik_not_found
WTRE,,,,cik_not_found
WWAC,,,,cik_not_found
WYHG,0001999860,2013,Sausages & Other Prepared Meat Products,ok
XCH,0001979887,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",ok
XFIN,,,,cik_not_found
XGN,0001274737,8071,Services-Medical Laboratories,ok
XHG,0001769256,6411,"Insurance Agents, Brokers & Service",ok
XLO,0001840233,2834,Pharmaceutical Preparations,ok
XMTR,0001657573,7389,"Services-Business Services, NEC",ok
XP,0001787425,6211,"Security Brokers, Dealers & Flotation Companies",ok
XPDB,,,,cik_not_found
XPEV,0001810997,3711,Motor Vehicles & Passenger Car Bodies,ok
XPOA,,,,cik_not_found
XPOF,0001802156,7990,Services-Miscellaneous Amusement & Recreation,ok
XPON,0001894954,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",ok
XTKG,,,,cik_not_found
YAAS,0001964946,7372,Services-Prepackaged Software,ok
YAC,,,,cik_not_found
YALA,0001794350,7370,"Services-Computer Programming, Data Processing, Etc.",ok
YAYO,,,,cik_not_found
YGFGF,,,,cik_not_found
YGMZ,,,,cik_not_found
YHNA,0002020987,6770,Blank Checks,ok
YIBO,0001868395,3577,"Computer Peripheral Equipment, NEC",ok
YJ,0001759614,5990,"Retail-Retail Stores, NEC",ok
YMM,0001838413,7372,Services-Prepackaged Software,ok
YOTA,,,,cik_not_found
YOU,0001856314,7372,Services-Prepackaged Software,ok
YQ,0001821468,8200,Services-Educational Services,ok
YSAC,,,,cik_not_found
YSG,0001819580,2844,"Perfumes, Cosmetics & Other Toilet Preparations",ok
YSXT,0001993463,7500,"Services-Automotive Repair, Services & Parking",ok
YXT,0001872090,7372,Services-Prepackaged Software,ok
YYGH,0001985337,7363,Services-Help Supply Services,ok
ZBAO,0001966750,6411,"Insurance Agents, Brokers & Service",ok
ZBIO,0001953926,2834,Pharmaceutical Preparations,ok
ZCMD,0001785566,8200,Services-Educational Services,ok
ZDAI,0001966678,1540,General Bldg Contractors - Nonresidential Bldgs,ok
ZENV,,,,cik_not_found
ZGYH,,,,cik_not_found
ZI,,,,cik_not_found
ZING,,,,cik_not_found
ZJK,0001941506,3452,"Bolts, Nuts, Screws, Rivets & Washers",ok
ZJYL,0001837821,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",ok
ZK,,,,cik_not_found
ZKH,0001862044,5200,"Retail-Building Materials, Hardware, Garden Supply",ok
ZLSSF,,,,cik_not_found
ZM,0001585521,7370,"Services-Computer Programming, Data Processing, Etc.",ok
ZNTE,,,,cik_not_found
ZNTL,0001725160,2834,Pharmaceutical Preparations,ok
ZONE,0001956741,2842,"Specialty Cleaning, Polishing and Sanitation Preparations",ok
ZSPC,0001637147,7372,Services-Prepackaged Software,ok
ZVIA,0001854139,2086,Bottled & Canned Soft Drinks & Carbonated Waters,ok
